0,1,0,2,3,2,0,4,5,4,3,6,7,6,0,9,10,8,3,10,11,10,0,12,13,14,3,13,15,16,0,17,18,19,3,18,20,18,0,22,23,19,3,24,23,24,0,26,27,28,3,29,30,29,0,29,31,29,3,32,33,32,0,35,33,34,3,37,36,37,0,38,40,41,3,42,43,41,0,43,44,42,3,47,48,47,0,48,45,47,3,51,52,51,0,55,56,51,3,55,56,57,0,58,59,57,3,60,61,62,0,62,60,61,3,66,67,66,0,67,68,67,3,67,69,66,0,69,71,69,3,73,74,72,0,75,76,73,3,74,76,78,0,81,82,79,3,81,80,79,0,83,84,83,3,83,84,83,0,83,86,83,3,89,92,93,0,93,91,89,3,93,95,96,0,97,98,97,3,97,100,102,0,102,101,102,3,105,106,105,0,107,108,102,3,107,108,107,0,110
1,0,1,3,2,3,2,5,4,5,2,7,8,5,2,6,8,9,2,11,10,11,12,11,14,11,2,15,16,13,4,16,15,16,2,20,19,21,8,23,22,21,2,22,25,23,2,27,28,27,2,30,28,30,2,31,29,31,2,33,34,31,4,36,35,32,2,36,37,39,2,39,41,40,2,40,42,40,4,44,45,46,2,45,47,44,4,49,50,49,2,50,53,54,4,53,54,53,2,56,57,56,2,56,58,59,2,61,58,59,2,60,64,65,2,64,66,64,2,65,66,68,2,68,70,68,2,70,72,70,2,74,73,74,2,72,73,75,2,77,79,80,2,78,79,78,2,80,81,82,2,82,81,80,2,85,81,84,2,86,87,91,2,92,89,90,8,90,92,94,2,94,96,95,2,95,96,98,2,101,99,100,4,101,103,104,2,104,105,106,2,104,105,106,2,106,109,108,4,108
0,1,0,1,0,2,3,4,5,4,3,4,9,4,3,8,9,8,6,8,7,12,6,14,13,14,5,14,17,14,3,19,17,18,6,17,21,20,6,20,21,19,5,25,26,25,3,28,27,13,27,28,30,28,6,30,31,30,3,30,33,34,3,35,31,34,13,38,36,38,6,37,39,41,17,41,39,41,3,41,46,41,3,40,48,47,6,48,45,52,5,48,50,51,3,54,55,54,6,52,55,57,6,57,60,57,5,57,59,63,3,63,62,63,6,66,62,63,5,64,65,66,3,66,67,69,3,68,70,72,6,71,70,71,5,74,72,78,3,75,80,76,3,76,77,79,6,79,80,79,5,79,84,79,3,80,84,85,3,90,91,87,12,86,87,89,16,93,91,93,3,96,94,93,3,99,100,96,39,98,100,102,6,102,101,103,3,101,100,102,3,105,103,107,7,107,106,107,108,-1
2,3,1,0,1,3,2,6,7,5,2,5,7,6,4,9,10,9,8,9,12,9,4,12,15,12,2,17,14,15,8,16,20,16,8,18,19,15,10,24,22,24,4,26,25,26,12,26,23,26,11,26,27,26,11,32,27,31,4,31,34,29,4,36,37,35,2,39,38,35,4,39,38,37,11,44,42,44,4,42,38,46,2,46,39,13,51,47,46,49,52,49,52,53,4,55,50,53,8,53,58,59,4,56,58,9,56,62,61,60,14,65,63,59,8,65,67,62,8,67,63,65,8,71,69,67,71,70,68,69,4,72,73,31,76,77,76,77,4,77,75,73,8,80,81,77,11,82,81,82,4,82,85,82,4,88,89,88,4,88,85,88,4,91,92,88,4,94,93,91,2,94,97,98,4,97,99,97,4,101,103,100,4,104,103,97,2,103,104,101,4,106,104,105,12,110,19,110,-1,-1
3,2,0,1,0,1,0,7,6,4,5,7,3,4,5,10,7,10,5,11,9,10,5,11,13,11,6,13,15,14,7,19,15,17,7,20,18,21,5,23,24,23,5,23,24,21,6,25,24,29,9,27,29,15,32,30,29,33,13,30,35,12,33,37,35,36,6,38,37,14,40,42,43,38,39,40,43,8,45,44,45,19,44,49,50,12,47,48,15,13,51,52,53,49,5,52,56,54,5,54,55,54,5,61,60,57,7,61,62,61,24,60,62,63,6,63,65,61,5,68,67,66,5,68,28,66,20,68,69,70,13,75,70,73,13,75,73,72,5,78,77,78,5,76,77,78,5,77,78,77,6,83,86,87,86,85,82,84,6,84,88,90,5,92,91,92,5,89,95,96,5,95,94,95,34,99,100,99,34,102,99,96,14,99,100,102,6,104,105,100,5,102,105,109,5,107,111,-1,-1,-1
2,3,2,3,1,0,1,3,2,5,2,6,2,5,4,6,10,7,2,13,10,7,9,16,10,12,2,18,17,13,8,18,17,15,4,16,17,22,4,24,22,10,17,27,18,23,8,24,23,28,8,29,15,24,8,32,33,29,34,32,12,31,14,34,36,35,11,35,34,37,11,43,19,39,11,43,8,43,11,47,48,45,2,41,45,18,50,40,50,51,11,54,45,20,52,56,52,53,4,53,58,59,58,59,56,58,4,57,64,57,15,59,60,64,8,59,66,65,8,62,69,67,17,65,66,67,7,71,73,74,4,69,72,74,8,71,76,73,8,72,78,75,8,75,80,75,8,78,80,81,85,82,18,80,4,82,86,87,8,86,90,88,28,88,87,91,8,94,92,93,26,93,96,98,8,98,95,100,8,93,98,33,96,98,102,103,8,101,103,104,11,108,109,110,8,110,-1,-1,-1,-1
0,2,3,2,0,1,0,1,0,4,3,8,7,8,3,11,6,9,5,8,7,9,3,9,15,9,5,11,16,12,3,19,20,12,21,20,19,11,25,14,20,7,22,28,20,25,6,21,28,25,5,28,27,28,5,30,8,28,33,30,33,32,5,36,33,18,35,40,36,38,6,37,42,38,5,41,43,46,7,43,44,46,20,45,18,45,7,48,51,22,50,55,50,51,3,51,55,57,7,54,10,55,60,55,53,54,59,60,57,61,11,60,64,62,6,61,65,66,5,64,67,63,6,66,68,66,5,72,74,22,70,67,74,12,70,74,75,74,12,76,72,76,18,79,81,77,6,84,14,84,5,81,83,81,6,85,89,85,5,89,86,24,88,93,91,89,14,96,94,95,5,96,94,91,14,95,86,96,5,95,99,100,5,102,99,100,106,107,105,106,5,107,108,105,14,-1,-1,-1,-1,-1
4,5,4,6,7,3,1,0,1,3,2,6,8,7,4,12,4,12,14,7,13,12,4,16,9,13,4,16,17,14,11,14,12,18,4,15,11,24,10,20,25,19,4,26,25,24,8,26,30,26,8,32,28,26,27,34,12,31,10,33,34,16,38,39,18,35,10,35,34,41,15,42,40,42,10,44,42,37,8,44,47,48,8,46,47,17,49,51,47,53,8,50,48,49,10,55,56,11,52,59,15,52,4,61,7,10,56,57,62,17,61,64,58,60,21,62,63,60,14,65,64,69,4,67,71,12,67,71,22,70,4,75,76,71,8,72,74,71,15,74,76,75,34,82,83,81,79,73,78,15,85,83,81,87,11,87,90,82,11,92,89,90,15,88,90,88,11,97,95,97,39,98,88,85,94,101,94,97,11,101,95,98,9,101,13,103,11,108,106,103,107,108,104,108,-1,-1,-1,-1,-1,-1
5,4,5,7,6,2,0,1,0,1,0,8,6,10,5,4,11,10,6,11,14,10,5,9,14,12,6,18,19,17,6,21,20,12,22,21,19,21,6,21,24,14,22,27,22,25,7,25,31,20,7,30,8,28,5,28,31,32,5,36,33,34,5,37,32,33,5,40,36,38,6,38,41,40,7,42,41,46,6,49,44,22,46,48,46,49,6,46,49,47,25,54,52,53,19,57,49,54,56,51,56,54,13,58,59,58,27,58,63,57,64,61,65,61,6,64,62,63,6,63,69,63,9,63,69,62,7,67,72,68,7,73,71,33,73,68,70,72,12,79,74,79,6,83,31,74,16,77,82,77,6,84,82,83,18,90,86,87,88,84,87,89,86,90,94,92,9,96,97,40,84,95,6,32,93,94,97,94,6,97,99,100,43,104,105,104,15,104,13,22,106,110,107,-1,-1,-1,-1,-1,-1,-1
4,5,4,5,4,5,4,3,1,0,1,3,2,5,4,5,10,7,4,14,11,7,10,13,15,9,13,9,16,9,16,19,17,13,14,22,18,22,11,26,14,20,11,24,21,23,10,31,23,29,26,19,30,16,26,27,32,29,10,32,34,29,10,32,34,20,33,37,39,36,15,39,43,12,38,39,47,39,8,42,47,44,8,44,48,44,14,45,46,51,4,47,54,47,11,58,15,55,16,55,54,55,10,54,57,60,26,56,27,59,21,62,61,60,4,67,61,65,14,70,66,65,15,65,68,71,14,66,67,69,10,70,33,17,68,73,76,73,10,80,78,70,10,76,80,73,15,83,80,86,20,85,84,82,10,83,18,85,11,92,40,85,10,93,92,90,11,83,90,97,10,92,32,98,12,91,94,96,102,101,102,103,12,96,99,10,102,107,105,109,10,111,-1,-1,-1,-1,-1,-1,-1,-1
